#Org,Prog,Econ,Denominación ,Vinc.Org.,Vinc.Func,Vinc.Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,130,22200,Comunicaciones telefónicas Policia Local,22,130,2,8500,0,8500,7979.78
,130,22400,Primas Seguros Policia,23,130,2,2400,0,2400,1273.34
,130,22401,Seguro Vehículos Policía Local,24,130,2,1250,0,1250,861.28
,130,22700,Contrato de Servicio de Limpieza CPC,25,130,2,0,0,0,6413.41
,130,22706,Gestion Servicios GPS,26,130,2,10000,0,10000,0
,130,22719,Servicio retirada de vehiculos,27,130,2,15000,0,15000,6626.82
,130,23020,Dietas personal  Policia,28,130,6,1500,0,1500,1227.55
,130,23120,Gastos Locomocion Personal,29,130,6,500,0,500,682.17
,130,62300,Inversiones Equipamiento Transmisores,30,130,6,8800,0,8800,2347.4
,130,62301,Equipamiento  Centro Seguridad Vial ,31,132,1,2000,0,2000,427.92
,130,62400,Equipamiento Bicicletas Policia Local ,32,132,1,0,0,0,897.44
,130,62500,Equipamiento Urbano Proyecto Señalizacion Calles,33,132,1,30000,0,30000,3386.6
,132,12000,Retribuciones Básicas Policia Local Bescam ,34,132,1,149300,0,149300,137744.15
,132,12100,Retribuciones Complementarias Policia Local  Besca,35,132,2,485000,0,485000,392920.07
,132,15100,Gratificaciones Policía Municipal Bescam,36,132,2,4000,0,4000,148.56
,132,16000,Seguridad Social Policía Municipal Bescam,37,132,2,182250,0,182250,172760.15
,132,21400,Reparación Vehículos  Bescam,38,132,2,3600,0,3600,1902.75
,132,22104,Vestuario de Policia Municipal  Bescam Dotaciones,39,132,2,16300,0,16300,15359.2
,132,22401,Primas de Seguros Vehículos Bescam,40,132,2,7142,0,7142,3356.93
,132,23020,Dietas personal  Policia,41,134,1,0,0,0,2273.78
,132,23120,Gastos Locomocion Personal,42,134,1,0,0,0,1352.82
,134,12000,Retribuciones Básicas Funcionarios Protección Civi,43,134,1,14150,50,14200,14219.82
,134,12100,Retribuciones Complem Funcionarios Protección Civi,44,134,1,23100,0,23100,20687.14
,134,15100,Gratificaciones Voluntarios y Colaborador,45,134,2,0,5000,5000,5000
,134,16000,Cuotas Sociales ,46,134,2,10700,0,10700,10668.6
,134,21300,Reparación Maquinaria y Utillaje,47,134,2,1500,0,1500,1149.17
,134,21400,Reparación Vehículos ,48,134,2,2500,0,2500,2606.81
,134,22000,Material Protección Civil,49,134,2,1000,0,1000,1149.89
,134,22103,Combustibles y Carburantes,50,134,2,4000,0,4000,4059.64
,134,22104,Suministro de Vestuario Proteción Civil,51,134,2,1500,-1500,0,0
,134,22199,Suministros Varios,52,134,2,1000,0,1000,266.77
,134,22200,Comunicaciones Telefonicas Proteción Civil,53,134,2,1400,0,1400,1524.73
,134,22401,Primas de Seguros Vehículos Protección Civil ,54,151,1,4200,0,4200,1443.74
,134,22404,Primas de Seguros Accidentes Protección Civil ,55,151,1,1650,0,1650,1255.96
,134,62300,Equipamiento de Proteccion Civil ,56,151,1,5500,5000,10500,10492.68
,151,10000,Retribuciones Altos Cargos,57,151,1,65100,0,65100,65067.8
,151,11000,Retribuciones Personal Event.Gabinete,58,151,1,27580,0,27580,27775
,151,12000,Retribuciones Básicas Funcionarios Urbanismo,59,151,1,48472,0,48472,55273.32
,151,12100,Retribuciones Complem Funcionarios Urbanismo,60,151,1,85000,0,85000,85886.1
,151,13000,Retribuciones Personal Fijo Brigada,61,151,2,131500,0,131500,63787.12
,151,13100,Retribuciones Personal Fijo Brigada,62,151,2,0,0,0,34300.89
,151,16000,Seguros Sociales Personal Urbanismo,63,151,2,116697.76,0,116697.76,107903.26
,151,21000,Repar.y Manten.Infraestructura,64,151,2,150000,0,150000,134515.78
,151,21200,Reparaciones Nave Municipal ,65,151,2,1500,0,1500,0
,151,21300,Mantenimiento de Instalaciones y Utillaje,66,151,2,10000,0,10000,27118.87
,151,21400,Reparacion vehiculos vias públicas,67,151,2,6000,0,6000,4091.73
,151,21500,Mantenimiento Enseres Vias publicas,68,151,2,500,0,500,0
,151,22101,Suministro agua Vias Publicas,69,151,2,5000,0,5000,9884.43
,151,22103,Suministro Combustibles y Carburantes Vias Publica,70,151,2,8500,0,8500,7424.53
,151,22104,Vestuario Brigadas Vias Publicas,71,151,2,2000,0,2000,587.1
,151,22199,Suministros Varios Vias Publicas,72,151,2,1500,0,1500,0
,151,22200,Comunicaciones Telefónicas Vias Publicas,73,151,2,2700,0,2700,4282.47
,151,22400,Seguros Urbanismo,74,151,2,4200,0,4200,2902.35
,151,22501,Tasas y Otros   Tributos,75,151,6,0,0,0,60.22
,151,22604,Indemnizaciones Responsabilidad Patrimonial Viario,76,155,6,6000,-5000,1000,659.34
,151,22605,Responsabilidad Indemnizacion Tapusa,77,155,6,89772.85,0,89772.85,89772.85
,151,22706,Servicios Tecnicos Urbanisticos y topograficos,78,155,6,42000,-9000,33000,32127.93
,151,23020,Dietas personal de Urbanismo,79,155,6,0,0,0,31.63
,151,23120,Gastos Locomoción Urbanisticos,80,155,6,500,0,500,0
,151,62700,Estudios Trabajos Tecnicos ,81,161,2,120000,0,120000,59134.61
,155,60000,Infestructura Aparcamient. Expropiación ,82,161,2,78000,0,78000,78000
,155,61000,Infraestrucuras Viaria General  y otros C. Especia,83,161,2,600000,0,600000,0
,155,61001,InvReposición de Infraestructuras Viaria General  ,84,161,6,0,0,0,0
,155,61004,Infraestrucuras Viaria General . Las Hachazuelas,85,162,2,3241222.58,0,3241222.58,1492003.46
,155,62200,Inversiones en Terrenos y Construcciones Aparcamie,86,162,2,15000,0,15000,0
,155,62300,Equipamiento Mobiliario Urbano ,87,162,2,0,0,0,2006.13
,155,62500,Equipamiento Mobiliario Urbano ,88,163,2,100000,0,100000,0
,161,13000,Retribuciones Personal Fijo Serv.Aguas,89,163,2,48000,-20000,28000,0
,161,13100,Retribuciones Personal  Eventual  Serv.Aguas,90,165,2,0,0,0,0
,161,15100,Gratificaciones Servicios Extraordinarios,91,165,2,12000,0,12000,0
,161,16000,Seguros Sociales Serv.de Aguas,92,165,2,18700,0,18700,0
,161,21000,Reparaciones Servicio de Aguas,93,165,6,75000,-35000,40000,50119.06
,161,22199,Suministros Varios de Fontaneria,94,171,1,500,0,500,0
,161,22400,Primas seguros fontaneria,95,171,1,100,0,100,0
,161,22700,Limpieza de Alcantarillado,96,171,1,12000,0,12000,0
,161,22708,Servicios Recaudacion Canal Isabel II,97,171,2,15000,0,15000,17480.94
,162,22700,Contrato Recogida de basuras,98,171,2,385000,0,385000,362899.48
,162,22702,Contrato  Explotacion Punto Limpio ,99,171,2,46458.27,0,46458.27,45700.88
,163,22700,Contrato Limpieza Viaria,100,171,2,321790,0,321790,304519.51
,163,22719,Servicio de Limpieza y Desinfección Viaria Infraes,101,171,2,8000,0,8000,5585
,164,21200,Mantenimiento de Edificios,102,171,2,2000,0,2000,0
,164,22199,Otros suministros de cementerio,103,171,6,1000,0,1000,0
,165,21001,Repar.y Manten.Alumbrado Publico,104,171,6,20000,35000,55000,47565.46
,165,22100,Suministro de Energía Eléctrica Vias Publicas,105,221,1,225000,25000,250000,250606.51
,165,22719,Contrato Mantenimiento Alumbrado Publico,106,221,1,50000,9000,59000,64465.63
,165,62300,Inversion Reposicion de Alumbrado Público,107,221,1,60000,0,60000,10540.47
,171,10000,Retribuciones Concejala de Medio Ambiente ,108,230,1,23480,0,23480,23478.84
,171,11000,Retribuciones Directora de medio Ambiente,109,230,1,9300,0,9300,8619
,171,16000,Seguridad Social Personal  Organos de Gobierno,110,230,1,10800,0,10800,10633.08
,171,21000,Repar.y Manten.Infraestructura Medio Ambiente,111,230,2,0,0,0,3211.59
,171,21300,Reparacion  Mobiliario  y Columpios,112,230,2,75000,-20000,55000,25051.87
,171,22200,Comunicaciones telefónicas,113,230,2,800,0,800,1197.14
,171,22501,Tasas  y Otros Tributos,114,230,2,850,0,850,16479.54
,171,22718,Contrato  de Prestación Servicios Manten Jardines,115,230,2,390000,0,390000,370355.23
,171,22719,Contrato Servicios   y Tratamien Anim Domésticos,116,230,2,4000,0,4000,5147.01
,171,61000,Reposicion Infraestructuras Parques,117,230,2,25000,0,25000,0
,171,62500,Equipamiento de Columpios y Mobiliario de Jardines,118,230,2,0,20000,20000,19740.74
,211,16102,Plan de Pensiones Pers Func,119,230,2,7000,0,7000,0
,211,16103,Plan de Pensiones Personal Laboral ,120,230,2,2000,0,2000,0
,221,16200,Accion Formacion y perfecionamiento del personal,121,230,2,6000,0,6000,1030.94
,221,16203,Acción Social Asistencia Sanitaria Funiconarios,122,230,2,9910,0,9910,7753.59
,221,16204,Acción Social del Personal Laboral ,123,230,2,5250,0,5250,0
,230,11000,Retribuciones Personal Event.Gabinete Servicios So,124,230,2,9300,0,9300,8619
,230,16000,Cotización Seguridad Social,125,230,4,3100,0,3100,2908.44
,230,21200,Reparaciones en Hogar de Tercera Edad,126,230,4,4000,0,4000,315.36
,230,21300,Reparaciones Maquinaria Hogar de Tercera Edad,127,230,6,8000,0,8000,15267.3
,230,22100,Energia Electrica Hogar de Tercera Edad,128,241,1,23500,0,23500,26794.33
,230,22101,Agua Hogar de Tercera Edad,129,241,1,4500,0,4500,3046.76
,230,22103,Combustible y Carburante Hogar de Tercera Edad,130,241,1,12500,0,12500,760.62
,230,22110,Productos Limpieza Hogar de Tercera Edad,131,241,2,1000,0,1000,715.41
,230,22199,Suministros varios Hogar de Tercera Edad,132,241,2,500,0,500,318.16
,230,22200,Teléfono Hogar 3ª Edad y Asistente Social,133,320,1,7000,0,7000,6489.92
,230,22601,Actividades Tercera Edad. Comida Tradicional  y ot,134,320,1,50000,0,50000,37652.52
,230,22700,Contrato Limpieza,135,320,2,21000,0,21000,20480.89
,230,22718,Contrato de Servicios de Podólogo ,136,320,2,3120,0,3120,3100
,230,22719,Otros Contratos Gestión Servicios ,137,320,2,23000,0,23000,26200.23
,230,23000,Asignaciones Asistencias Organos de Gobierno,138,320,2,17400,0,17400,17400
,230,46300,Transferencias Mancomunidad Servicios Sociales,139,320,2,175000,0,175000,172489.39
,230,48900,Subvenciones sin animo lucro Servicios sociales,140,320,2,17000,0,17000,705
,241,12000,Retribuciones  Básicas Funcionarios de Carrera,141,320,2,13400,-11102.82,2297.18,2297.18
,241,12100,Retribuciones  Complementa Funcionarios de Carrera,142,320,2,17300,-14468,2832,2231.38
,241,13101,Retribuciones CCLL,143,320,2,0,0,0,0
,241,16000,Gastos Sociales Personal,144,320,2,7800,-6385,1415,1364.62
,241,16002, Cuots Sociales Convenio CCLL,145,320,2,0,0,0,0
,241,21200,Mantenimiento de Oficina de AEDL ,146,320,2,2200,0,2200,0
,241,22000,Material Oficina Desarrollo Local,147,320,2,1500,0,1500,0
,241,22400,Primas de Seguro ,148,320,2,150,0,150,0
,241,22602,Publicidad y Propaganda Desarrollo Local,149,320,2,0,0,0,0
,241,22706,Contratos de servicios de Formación ,150,320,2,5000,9545,14545,9137.54
,241,23020,Dietas del Personal ,151,320,2,300,0,300,23.67
,241,23120,Gastos de Locomoción,152,320,2,300,0,300,0
,241,48900,Transf Corrientes Fundación Fracuelo de Bronce,153,320,4,24000,0,24000,24000
,320,13000,Retribuciones Personal Fijo Educación,154,320,6,109000,1000,110000,103030.42
,320,16000,Seguros sociales Personal Educación,155,320,6,38402.48,0,38402.48,37578.14
,320,21200,Reparación y mantenimiento Edificios Educación,156,320,6,8000,0,8000,14387.34
,320,21300,Reparacion y Manten de Maquinaria e Instalac,157,332,1,35000,-1050,33950,26334.13
,320,21500,Reparación mobiliario y enseres,158,332,1,1000,0,1000,0
,320,22100,Suministro Electrico Educacion,159,332,1,30000,0,30000,29176.63
,320,22101,Suminsitro Agua Educacion,160,332,1,13000,0,13000,12999.61
,320,22103,Combustibles y Carburantes,161,332,2,70500,0,70500,81167.35
,320,22104,Vestuario Personal Educación,162,332,2,1000,0,1000,565.29
,320,22110,Productos limpieza y aseo,163,332,2,5000,0,5000,5640.91
,320,22199,Suministros Varios Educacion,164,332,2,3000,0,3000,1393.6
,320,22200,Comunicaciones Telefónicas Educación,165,332,2,2000,0,2000,2043.51
,320,22400,Seguros Educación,166,332,2,400,0,400,171.36
,320,22700,Contrato de Servicio de Limpieza Educacion ,167,332,2,60180,0,60180,61455.46
,320,22706,Contrato Prestación Servicios Casa de Niños,168,332,2,250220.83,0,250220.83,201025.92
,320,22718,Contratos Servicios de Apoyo  Prevenc  Dental,169,332,2,4600,0,4600,1990
,320,22720,Contratos Servicios de Apoyo  y Otros Educativos,170,332,2,10000,0,10000,15191.52
,320,22799,Contratos Actividades Extraescolares,171,332,2,15600,0,15600,15616.96
,320,23000,Asignaciones Asistencias Organos de Gobierno,172,332,2,17400,0,17400,17400
,320,48900,Subvenciones Colegio Publico,173,332,2,2500,0,2500,900
,320,62200,Inversiones en Edificios Educativos,174,332,2,10000,0,10000,5592.22
,332,12000,Retribuciones  Basicas Funcionarios  Cultura,175,332,2,40000,0,40000,44725.21
,332,12100,Retribuciones  Complemen Funcionarios. ,176,332,2,60000,0,60000,50053.02
,332,13000,Retribuciones Personal Fijo Biblioteca,177,332,2,16048,0,16048,9536.57
,332,13100,Retribuciones Personal Laboral Eventual ,178,334,1,0,0,0,2871.79
,332,16000,Gastos Sociales Personal Biblioteca,179,334,1,32597.5,0,32597.5,31437.73
,332,21200,Reparacion Edificio Biblioteca,180,334,1,4000,0,4000,234.05
,332,21300,Reparacion maquinaria e instalac  Biblioteca,181,334,1,3000,0,3000,2301.87
,332,21600,Reparacion y Mantenimiento de Equipos Infor,182,334,1,1700,0,1700,2351.05
,332,22000,Material Ordinario no inventar,183,334,1,600,0,600,776.3
,332,22001,"Prensa, Revistas y Otros",184,334,2,6000,0,6000,6822.04
,332,22002,Consumibles Informáticos,185,334,2,300,0,300,0
,332,22100,Suministro energia Electrica Biblioteca,186,334,2,10200,0,10200,9689.06
,332,22101,Suministro de  Agua,187,334,2,500,0,500,221.47
,332,22110,Suministros de Productos de Limpieza y Aseo,188,334,2,800,0,800,101.6
,332,22199,Suministros  Varios,189,334,2,500,0,500,72.91
,332,22200,Comunicaciones telefónicas Biblioteca,190,334,2,2500,0,2500,1713.16
,332,22400,Seguros Biblioteca,191,334,2,2500,0,2500,95.2
,332,22609,Actividades Culturales y Recreativas,192,334,2,12000,0,12000,10515.25
,332,22706,Contratos de Prestacion de Servicios ,193,334,2,300,0,300,0
,332,23120,Gastos de Locomoción,194,334,2,200,0,200,0
,334,10000,Retribuciones Altos Cargos,195,334,2,27815,0,27815,27814.64
,334,12000,Retribuciones Básicas Funcionarios,196,334,2,17900,0,17900,16902.86
,334,12100,Retribuciones Complementarias Funcionarios,197,334,2,33500,0,33500,29359.44
,334,13000,Retribuciones Personal Fijo Cultura,198,334,2,105100,0,105100,76578.9
,334,13100,Retribuciones Personal Eventual Cultura,199,334,2,0,0,0,18111.95
,334,16000,Gastos Sociales Personal de Cultura,200,334,2,56440,0,56440,59616.48
,334,21200,Reparacion Edificio Cultura,201,334,2,10000,0,10000,2401.21
,334,21300,Reparacion maquinaria e instalac.Cultura,202,334,2,24000,0,24000,24863.61
,334,21500,Reparacion Mobiliario y Enseres Cultura,203,334,2,2000,0,2000,25.96
,334,22000,Material Ordinario no inventar,204,334,2,2000,0,2000,1201.29
,334,22001,"Prensa, Revistas y Otros",205,334,4,300,0,300,255.71
,334,22002,Consumibles Informáticos,206,334,4,1000,0,1000,0
,334,22100,Suministro energia cultura,207,334,6,27500,0,27500,36626.02
,334,22101,Suministro de  Agua,208,334,6,3000,0,3000,3171.89
,334,22103,Suministro combustibles Cultura,209,334,6,32000,0,32000,21465.83
,334,22104,Vesturario personal cultura,210,334,7,500,0,500,218.72
,334,22110,Suministros de Productos de Limpieza y Aseo,211,338,2,2000,0,2000,1980.45
,334,22199,Suministros  Varios,212,338,2,1000,0,1000,1139.34
,334,22200,Comunicaciones telefónicas Cultura,213,339,1,5000,0,5000,5989.3
,334,22400,Seguros Cultura,214,339,1,1000,0,1000,551.64
,334,22601,Atenciones Protocolarias y Representativas,215,339,2,1000,0,1000,0
,334,22609,Actividades Culturales y Recreativas,216,339,2,65000,0,65000,96049.3
,334,22706,Contratos de Prestacion de Servicios Talleres,217,339,2,185000,0,185000,157557.04
,334,22708,Contrato Servicios: Escuela de Música,218,339,2,53000,0,53000,52999.92
,334,23020,Dietas personal ,219,339,6,300,0,300,0
,334,23120,Gastos de Locomoción,220,340,1,300,0,300,0
,334,44900,Transferencias Corrientes Sociedad Municipal ,221,340,1,45000,0,45000,6247.54
,334,62500,Inversiones en Mobiliario y Enseres,222,340,1,6000,0,6000,4663.01
,338,22608,Festejos populares de Septiembre,223,340,1,250000,0,250000,256286.38
,338,22610,Otros Festejos Populares,224,340,1,30000,32438.91,62438.91,53363.74
,339,11000,Retribuciones Personal Event.Gabinete ,225,340,1,9285,0,9285,8619
,339,13000,Retribuciones Personal Laboral Fijo,226,340,1,24600,-7129.72,17470.28,16675.99
,339,16000,Seguridad Social,227,340,1,11200,-2457.04,8742.96,8742.96
,339,21200,Reparacion de Edificios y Construcc,228,340,1,1500,3570.83,5070.83,2989.02
,339,21300,Mantenimiento de Maquinaria e Instalaciones,229,340,2,3400,4000,7400,10528.13
,339,22100,Suministro de Energia Electrica,230,340,2,3500,0,3500,2300.64
,339,22101,Suministro Agua Juventud,231,340,2,0,0,0,0
,339,22199,Suministros varios Juventud,232,340,2,1000,0,1000,478.78
,339,22200,Comunicaciones Telefónicas,233,340,2,2200,0,2200,1610.63
,339,22400,Seguros    Juventud,234,340,2,100,0,100,19.04
,339,22609,Actividades Juveniles  y Recreativas,235,340,2,36000,0,36000,31718
,339,22700,Contratos de servicios juveniles,236,340,2,49000,9586.76,58586.76,63854.21
,339,23020,Dietas personal ,237,340,2,0,0,0,6.99
,339,23120,Gastos de Locomoción,238,340,2,500,0,500,12.27
,340,10000,Retribuciones Altos Cargos,239,340,2,23480,0,23480,23478.84
,340,11000,Retribuciones Personal Event.Gabinete,240,340,2,16580,0,16580,15391.22
,340,12000,Retribuciones Basicas Funcionarios,241,340,2,14600,0,14600,14609.98
,340,12100,Retribuciones Complementarias Funcionarios de Carr,242,340,2,28200,0,28200,25308.16
,340,13000,Retribuciones Personal Laboral Fijo,243,340,2,142000,0,142000,88045.99
,340,13100,Retribución Personal eventual,244,340,2,0,0,0,25792.68
,340,13101,Retribuciones Personal Monitor ,245,340,2,15000,0,15000,14364.49
,340,16000,Seguridad Social ,246,340,2,68408.71,0,68408.71,63935.34
,340,16001,Seg.Soc.Monitores Actividades,247,340,2,5200,0,5200,4692.24
,340,21200,Mantenimiento de Polideportivo Municipal ,248,340,4,15000,-4000,11000,98.87
,340,21300,Mantenimiento y Reparaciçon Instalaciones,249,340,4,35000,-8200,26800,29830.12
,340,21500,Reparacion mobiliario y enseres,250,340,6,0,0,0,81.81
,340,22000,Material oficina no inventariable,251,340,6,2000,0,2000,1603.94
,340,22100,Suministro de Energia Electrica,252,343,2,48000,0,48000,61125.93
,340,22101,Sumnistro agua,253,343,2,7750,0,7750,4391.59
,340,22103,Combustible instalaciones deportivas,254,343,2,21000,0,21000,24769.91
,340,22104,Vestuario Deportes,255,343,2,2000,0,2000,1153.78
,340,22110,Productos de limpieza y aseo,256,343,2,500,0,500,236.54
,340,22113,Suministro material deportivo,257,343,2,4000,0,4000,11217.95
,340,22199,Otros suministros,258,343,2,500,0,500,26.6
,340,22200,Comunicaciones Telefónicas,259,343,2,5500,0,5500,4506.78
,340,22300,Alquiler trasportes actividadaes,260,343,2,26000,0,26000,24673.32
,340,22400,Seguros,261,343,2,8000,0,8000,6392.56
,340,22609,Actividades y concentraciones deportivas,262,343,2,34000,0,34000,24840.54
,340,22700,Servicios limpieza  Deportes,263,430,2,59200,0,59200,56524.96
,340,22706,Contrato gestion serv. deportivos,264,430,2,303000,0,303000,285441.19
,340,23020,Dietas personal ,265,430,4,500,0,500,146.88
,340,23120,Gastos de Locomoción,266,493,2,0,0,0,289.41
,340,46600,Agrupacion Deportiva de la Sierra,267,493,2,10000,0,10000,9444
,340,48900,Subvenciones,268,912,1,6500,0,6500,6300
,340,62200,Inversiones en Edificios Pistas de Padel ,269,912,1,20000,0,20000,19055.58
,340,62300,Inversiones en Maquinaria Deportes,270,912,1,0,0,0,665.5
,343,21200,Mantenimiento Piscina,271,912,1,43500,0,43500,10678.9
,343,21300,Reparacion maquinaris y utillaje,272,912,1,18000,8200,26200,33061.26
,343,22100,Suministro electrico,273,912,2,75000,0,75000,50011.7
,343,22101,Suministro agua y bromo,274,912,2,35000,0,35000,34703.21
,343,22103,Combustible instalaciones pisicna,275,912,2,95000,0,95000,109985
,343,22199,Otros suministros,276,912,2,1000,0,1000,491.59
,343,22400,Seguros,277,912,2,1500,0,1500,1100
,343,22700,Servicio de limpieza instalaciones piscina,278,912,2,48000,0,48000,48188.96
,343,22706,Contrato monitores Piscina,279,912,2,100000,0,100000,74240.19
,343,22708,Contrato de mantenimiento piscina,280,912,2,23000,0,23000,22542.28
,343,22799,Contrato servicios socorristas,281,912,2,72000,0,72000,67773.24
,430,22606,Feria de Comercio Local ,282,912,2,20000,0,20000,18284.66
,430,46600,Transferencias a ADESGAM,283,912,2,6000,0,6000,5368.11
,493,22706,Contratos de servicios Convenio de Consumo,284,912,2,5000,0,5000,3197.67
,912,10000,Retribuciones Altos Cargos,285,912,4,132000,0,132000,131479.32
,912,11000,Retribuciones Personal Event.Gabinete,286,912,6,75200,0,75200,69757.22
,912,12000,Retribuciones Básicas Funcionarios,287,912,6,10000,0,10000,9903.12
,912,12100,Retribuciones Complementarias Funcionarios,288,920,1,18850,0,18850,16934.88
,912,16000,Cotización Seguridad Social,289,920,1,64708,0,64708,63199.91
,912,21300,Reparacion y mantenimiento maquinaria  e instalac,290,920,1,7000,0,7000,6366.76
,912,21500,Reparacion mobiliario y enseres Equip.Gobierno,291,920,1,400,0,400,0
,912,22001,"Prensa, Revistas, Libros y otras Publicaciones",292,920,1,400,0,400,145.2
,912,22199,Suministros varios Equipo Gobierno y Gabinete Pren,293,920,2,2000,0,2000,2468.8
,912,22200,Gastos de telefonia ,294,920,2,3000,0,3000,4419.27
,912,22400,Seguros,295,920,2,100,0,100,0
,912,22601,Gastos de representacion Equipo de Gobierno,296,920,2,20000,0,20000,18866.71
,912,22604,Gastos Juridicos  Equipo de Gobierno,297,920,2,2000,0,2000,0
,912,22605,Gastos  de  Comunicación,298,920,2,50000,0,50000,47187.28
,912,22699,Cuotas Federacion de Municipios,299,920,2,2000,0,2000,1393.86
,912,23030,Asignaciones Asistencias Organos de Gobierno,300,920,2,10000,0,10000,4477.75
,912,23120,Gastos Locomocion Equipo de Gobierno,301,920,2,500,0,500,321.1
,912,48900,Subvenciones  Grupos Políticos,302,920,2,10000,0,10000,10000
,920,12000,Retribuciones Basicas Funcionarios de Carrera,303,920,2,62680,11102.82,73782.82,67828.68
,920,12100,Retribuciones Compl Funcionarios de Carrera,304,920,2,143000,14468,157468,134730.98
,920,13000,Retribuciones Personal Laboral Fijo Adm,305,920,2,39600,6385,45985,34371.74
,920,15100,Gratificaciones servicios extras Administracion,306,920,2,0,0,0,3960
,920,16000,Gastos Seg.Social Administracion,307,920,2,62100,0,62100,67024.63
,920,21200,Reparacion Edificios,308,920,2,3000,0,3000,0
,920,21300,Reparacion Maquinaria e Instalaciones,309,920,2,12000,0,12000,27076.12
,920,21301,Reparacion Relosj Casa Consistorial ,310,920,2,700,0,700,0
,920,21302,Reparacion Mantenimiento de Calefaccion ,311,920,2,6000,0,6000,0
,920,21303,Reparacion Mantenimiento de Ascensor,312,920,2,3000,0,3000,0
,920,21400,Reparacion Vehiculos Administracion,313,920,2,1200,0,1200,510.14
,920,21500,Reparaciçon y Mantenimiento de Mobiliario y Ensere,314,920,2,7000,0,7000,1180
,920,21600,Mantenimiento de Equipos Informaticos,315,920,2,6000,0,6000,11779.55
,920,21601,Mantenimiento de  Programas Informaticos,316,920,2,17000,0,17000,12185.59
,920,22000,Material Oficina Administracion,317,920,2,25000,0,25000,26141.04
,920,22001,Publicaciones Admon.General,318,920,2,5000,0,5000,4941.6
,920,22002,Material Informatico no Inventariable,319,920,2,2000,0,2000,92.98
,920,22100,Suministros Energia Electrica Admon,320,920,2,31000,0,31000,32725.21
,920,22101,Suministros Agua Admon,321,920,2,2000,0,2000,1395.27
,920,22103,Suministros Combustibles y Carburantes Admon,322,920,2,1300,0,1300,886.22
,920,22104,Vestuario de Administracion,323,920,2,2000,0,2000,2098.06
,920,22110,Productos de Limpieza y Aseo,324,920,2,1500,0,1500,657.41
,920,22199,Suministros Varios Admon.,325,920,2,500,0,500,235.04
,920,22200,Consumo Telefonico Admon,326,920,2,20000,0,20000,14505.51
,920,22201,Comunicaciones Postales y Telegraficas,327,920,2,42000,0,42000,40312.1
,920,22400,Primas Seguros Responsab. Civil Admon,328,920,6,16500,0,16500,15604.05
,920,22402,Seguro vehiculos,329,920,6,500,0,500,201.91
,920,22403,Seguro multiriesgo edificios,330,925,1,19000,0,19000,16258.06
,920,22501,Tributos a la Administracion,331,925,1,500,0,500,167.36
,920,22602,Anuncios en Boletines y Prensa,332,925,1,20000,0,20000,38510.41
,920,22605,Canones Registro ,333,931,1,8000,0,8000,10263.68
,920,22701,Contrato Seguridad Casa Consistorial,334,931,1,1500,0,1500,0
,920,22706,Prevenciçon de Riesgos Laborales,335,931,1,20000,0,20000,12211.09
,920,22709,Mantenimiento y Gestion Servicios financieros,336,931,1,2000,0,2000,4293.48
1,920,22710,Contrato de Asistencia Juridica y Letrada,337,931,1,28000,0,28000,28566.98
,920,22717,Contrato de Servicios Informática ,338,931,1,106000,0,106000,98250
,920,22720,Servicio de Mensajería,339,931,1,8200,0,8200,6508.09
,920,23020,Dietas personal ,340,931,1,1500,0,1500,1282.12
