#Org,Prog,Econ,CÓDIGO PARTIDA,Denominación ,Vinc.Org.,Vinc.Func,Vinc.Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
1.0,151,12004,151/12004,Retribuciones Básicas Funcionarios Urbanismo C2,151,12004,1,0.0,0.0,0.0,3986.0
1.0,130,12004,130/12004,Retribuciones Básicas Policia Local  Grupo C2,130,12004,1,0.0,0.0,0.0,75624.06
1.0,132,12004,132/12004,Retribuciones Básicas Policia Local Bescam C2,132,12004,1,0.0,0.0,0.0,143021.33
1.0,931,12004,931/12004,Retribuciones Basicas Funcionarios de Carrera C2,931,12004,9,0.0,0.0,0.0,15838.06
1.0,925,12004,925/12004,Retribuciones Basicas Funcionarios de Carrera C2,925,12004,9,0.0,0.0,0.0,19246.93
1.0,920,12004,920/12004,Retribuciones Basicas Funcionarios de Carrera C2,920,12004,9,0.0,0.0,0.0,25472.1
1.0,340,12004,340/12004,Retribuciones Básicas Funcionarios C2,340,12004,3,0.0,0.0,0.0,12839.4
1.0,920,12005,920/12005,Retribuciones Basicas Funcionarios de Carrera E,920,12005,9,0.0,0.0,0.0,5301.1
1.0,931,12005,931/12005,Retribuciones Basicas Funcionarios de Carrera E,931,12005,9,0.0,0.0,0.0,8066.37
1.0,931,12006,931/12006,Trienios,931,12006,9,0.0,0.0,0.0,14217.74
1.0,132,12006,132/12006,Trienios  Policia Local Bescam,132,12006,1,0.0,0.0,0.0,8258.15
1.0,912,12006,912/12006,Retribuciones Trienios Organos de Gobierno,912,12006,9,0.0,0.0,0.0,1353.44
1.0,340,12006,340/12006,Retribuciones Trienios. Centro Deportivo,340,12006,3,0.0,0.0,0.0,1922.9
1.0,332,12006,3321/12006,Retribuciones  Trienios Funcionarios Biblioteca,332,12006,3,0.0,0.0,0.0,2993.95
1.0,920,12006,920/12006,Trienios Administracion General,920,12006,9,0.0,0.0,0.0,14583.29
1.0,130,12006,130/12006,Trienios  Policia Local,130,12006,1,0.0,0.0,0.0,8268.39
1.0,135,12006,135/12006,Retribuciones Trienios Funcionarios Protección Civi,135,12006,1,0.0,0.0,0.0,2395.84
1.0,151,12006,151/12006,Retribuciones Trienios Funcionarios Urbanismo,151,12006,1,0.0,0.0,0.0,7840.39
1.0,925,12006,925/12006,Trienios Area de Atención al Ciudadano,925,12006,9,0.0,0.0,0.0,4601.17
1.0,334,12006,334/12006,Retribuciones Trienios Centro Cultural,334,12006,3,0.0,0.0,0.0,100.94
1.0,135,12100,135/12100,Retribuciones Complem Funcionarios Protección Civil ( Destino),135,12100,1,22505.0,0.0,22505.0,12567.87
1.0,132,12100,132/12100,Retribuciones Complementarias Policia Local  Bescam ( Destino),132,12100,1,473000.0,-40000.0,433000.0,200372.15
1.0,151,12100,151/12100,Retribuciones Complem Funcionarios Urbanismo,151,12100,1,95000.0,0.0,95000.0,57211.15
1.0,130,12100,130/12100,Retribuciones Complementarias Policia Local ( Destino),130,12100,1,235000.0,-10000.0,225000.0,108064.79
1.0,931,12100,931/12100,Retribuciones Compl Funcionarios de Carrera (Destino),931,12100,9,207000.0,0.0,207000.0,121279.35
1.0,925,12100,925/12100,Retribuciones Compl Funcionarios de Carrera ( Destino),925,12100,9,82000.0,0.0,82000.0,47916.57
1.0,920,12100,920/12100,Retribuciones Compl Funcionarios de Carrera (Destino),920,12100,9,159000.0,0.0,159000.0,105223.88
1.0,912,12100,912/12100,Retribuciones Complementarias Funcionarios (Destino),912,12100,9,18500.0,0.0,18500.0,10478.64
1.0,340,12100,340/12100,Retribuciones Complementarias Funcionarios de Carr (Destino),340,12100,3,27000.0,-8300.0,18700.0,13829.48
1.0,334,12100,334/12100,Retribuciones Complementarias Funcionarios (Destino),334,12100,3,32000.0,-3000.0,29000.0,19348.33
1.0,332,12100,3321/12100,Retribuciones  Complemen Funcionarios.,332,12100,3,56000.0,-7000.0,49000.0,31689.96
1.0,241,12100,241/12100,Retribuciones Complementarias,241,12100,2,16500.0,0.0,16500.0,5634.2
1.0,151,12101,151/12101,Retribuciones Complem Funcionarios Urbanismo ( Especifico),151,12101,1,0.0,0.0,0.0,39710.87
1.0,132,12101,132/12101,Retribuciones Complementarias Policia Local  Bescam ( Especifico),132,12101,1,0.0,0.0,0.0,186730.57
1.0,925,12101,925/12101,Retribuciones Compl Funcionarios de Carrera (Especifico),925,12101,9,0.0,0.0,0.0,30377.19
1.0,931,12101,931/12101,Retribuciones Compl Funcionarios de Carrera (Especifico),931,12101,9,0.0,0.0,0.0,93968.11
1.0,920,12101,920/12101,Retribuciones Compl Funcionarios de Carrera ( Especifico),920,12101,9,0.0,35000.0,35000.0,88406.06
1.0,332,12101,3321/12101,Retribuciones  Complemen Funcionarios. (Especifico,332,12101,3,0.0,0.0,0.0,16505.45
1.0,912,12101,912/12101,Retribuciones Complementarias Funcionarios (Específico),912,12101,9,0.0,0.0,0.0,7402.92
1.0,130,12101,130/12101,Retribuciones Complementarias Policia Local ( Especifico ),130,12101,1,0.0,0.0,0.0,119593.23
1.0,135,12101,135/12101,Retribuciones Complem Funcionarios Protección Civi ( Especifico),135,12101,1,0.0,0.0,0.0,9307.08
1.0,340,12101,340/12101,Retribuciones Complementarias Funcionarios (Específico),340,12101,3,0.0,0.0,0.0,6117.7
1.0,334,12101,334/12101,Retribuciones Complementarias Funcionarios (Específico),334,12101,3,0.0,0.0,0.0,8028.89
1.0,332,12103,3321/12103,Retribuciones  Complemen Funcionarios. (Otros),332,12103,3,0.0,0.0,0.0,375.5
1.0,221,12700,221/12700,Aportacion Plan Pensiones Personal,221,12700,2,25000.0,0.0,25000.0,23921.76
1.0,153,13000,1532/13000,Retribuciones Personal Fijo Brigada,153,13000,1,100583.15,-18000.0,82583.15,81363.0
1.0,334,13000,334/13000,Retribuciones Personal Fijo Cultura,334,13000,3,109000.0,-24000.0,85000.0,86908.23
1.0,920,13000,920/13000,Retribuciones Personal Laboral Fijo Adm,920,13000,9,31200.0,0.0,31200.0,23841.98
1.0,340,13000,340/13000,Retribuciones Personal Laboral Fijo,340,13000,3,143000.0,0.0,143000.0,71594.0
1.0,130,13000,130/13000,Retribuciones Personal Laboral Fijo,130,13000,1,22500.0,0.0,22500.0,9748.05
1.0,332,13000,3321/13000,Retribuciones Personal Fijo Biblioteca,332,13000,3,10000.0,-4000.0,6000.0,6900.44
1.0,320,13000,320/13000,Retribuciones Personal Fijo Educación,320,13000,3,120250.0,0.0,120250.0,109286.31
1.0,230,13000,230/13000,Retribuciones Personal laboral Limpieza,230,13000,2,3700.0,0.0,3700.0,0.0
1.0,340,13100,340/13100,Retribuciones Personal Laboral Temporal,340,13100,3,0.0,0.0,0.0,118189.61
1.0,234,13100,234/13100,Retribuciones Personal Laboral temporal,234,13100,2,24990.0,-5000.0,19990.0,19793.7
1.0,334,13100,334/13100,Retribuciones Personal Temporal  Cultura,334,13100,3,10170.0,0.0,10170.0,6574.16
1.0,153,13100,1532/13100,Retribuciones Personal  temporal Brigada,153,13100,1,52985.51,-16000.0,36985.51,34481.95
1.0,340,13101,340/13101,Retribuciones Personal Monitor,340,13101,3,87499.48,-33000.0,54499.48,5198.9
1.0,241,13101,241/13101,Retribuciones Contratos de Formacion,241,13101,2,0.0,316646.62,316646.62,241838.08
1.0,241,14300,241/14300,Retrib Complemento Programa Desesmpleados,241,14300,2,6000.0,0.0,6000.0,0.0
1.0,920,15100,920/15100,Gratificaciones Administracion General,920,15100,9,21000.0,-10000.0,11000.0,1966.49
1.0,153,15100,1532/15100,Gratificaciones Brigada,153,15100,1,0.0,0.0,0.0,725.91
1.0,340,15100,340/15100,Gratificaciones Personal deportes,340,15100,3,0.0,0.0,0.0,58.2
1.0,132,15100,132/15100,Gratificaciones Policía Municipal Bescam,132,15100,1,5100.0,0.0,5100.0,246.5
1.0,151,15100,151/15100,Gratificaciones Urbanismo,151,15100,1,0.0,0.0,0.0,151.5
1.0,130,15100,130/15100,Gratificaciones Policía Municipal,130,15100,1,3000.0,0.0,3000.0,146.82
1.0,925,15100,925/15100,Gratificaciones Urbanismo,925,15100,9,0.0,0.0,0.0,982.57
1.0,135,16000,135/16000,Cuotas Sociales,135,16000,1,13000.0,0.0,13000.0,9539.27
1.0,132,16000,132/16000,Seguridad Social Policía Municipal Bescam,132,16000,1,183000.0,-10000.0,173000.0,167023.9
1.0,153,16000,1532/16000,Seguros Sociales Personal Brigada,153,16000,1,57614.49,-12000.0,45614.49,45387.94
1.0,151,16000,151/16000,Seguros Sociales Personal Urbanismo,151,16000,1,52359.99,0.0,52359.99,52201.8
1.0,432,16000,432/16000,Seguridad Social Turismo,432,16000,4,5105.0,0.0,5105.0,2178.56
1.0,130,16000,130/16000,Seguridad Social Policía Municipal,130,16000,1,102000.0,-1000.0,101000.0,92532.24
1.0,931,16000,931/16000,Gastos Seg.Social Administracion,931,16000,9,87200.0,0.0,87200.0,79408.8
1.0,925,16000,925/16000,Gastos Seg.Social Administracion,925,16000,9,34120.32,0.0,34120.32,27572.83
1.0,920,16000,920/16000,Gastos Seg.Social Administracion,920,16000,9,69500.0,0.0,69500.0,88110.93
1.0,230,16000,230/16000,Cotización Seguridad Social,230,16000,2,10000.0,0.0,10000.0,6747.62
1.0,234,16000,234/16000,Cotización Seguridad Social,234,16000,2,9010.0,-2800.0,6210.0,6116.36
1.0,241,16000,241/16000,Seguridad Social Empresa,241,16000,2,8200.0,0.0,8200.0,11492.63
1.0,320,16000,320/16000,Seguros sociales Personal Educación,320,16000,3,44542.68,0.0,44542.68,37256.69
1.0,332,16000,3321/16000,Gastos Sociales Personal Biblioteca,332,16000,3,34000.0,-5500.0,28500.0,28092.67
1.0,334,16000,334/16000,Gastos Sociales Personal de Cultura,334,16000,3,53191.21,-10000.0,43191.21,44537.73
1.0,340,16000,340/16000,Seguridad Social,340,16000,3,52556.21,0.0,52556.21,59207.29
1.0,912,16000,912/16000,Cotización Seguridad Social,912,16000,9,58000.0,0.0,58000.0,61177.51
1.0,340,16001,340/16001,Seg.Soc.Monitores Actividades,340,16001,3,28647.51,-6000.0,22647.51,13803.38
1.0,241,16001,241/16001,Cuots Sociales Personal,241,16001,2,0.0,60590.18,60590.18,27975.1
1.0,241,16002,241/16002,Cuotas Sociales Personal Colabo Social II,241,16002,2,0.0,0.0,0.0,9544.7
1.0,221,16200,221/16200,Accion Formacion y perfecionamiento del personal,221,16200,2,15000.0,0.0,15000.0,1334.0
1.0,221,16203,221/16203,Acción Social Asistencia Sanitaria Funiconarios,221,16203,2,9910.0,0.0,9910.0,7164.65
1.0,221,16204,221/16204,Acción Social del Personal Laboral,221,16204,2,5250.0,0.0,5250.0,431.28
1.0,171,21000,171/21000,Repar.y Manten.Infraestructura Parques,171,21000,1,18000.0,-418.94,17581.06,20261.51
1.0,161,21000,161/21000,Reparaciones Servicio de Aguas,161,21000,1,150000.0,111000.0,261000.0,261941.69
1.0,153,21000,1532/21000,Repar.y Manten.Infraestructura,153,21000,1,125000.0,-52341.4,72658.6,99076.07
1.0,165,21001,165/21001,Reparac.y Manten.Alumbrado Publico,165,21001,1,59000.0,0.0,59000.0,36388.45
1.0,153,21001,1532/21001,Repar.y Manten.Infraestructura,153,21001,1,0.0,44000.0,44000.0,0.0
1.0,171,21001,171/21001,Repar.y Mantenimiento de  Dehesa,171,21001,1,40000.0,23218.99,63218.99,29481.5
1.0,153,21002,1532/21002,Repar.y Mantenim.Infraestructuras INEM,153,21002,1,20000.0,-15000.0,5000.0,119.02
1.0,920,21200,920/21200,Reparacion Edificios,920,21200,9,3000.0,0.0,3000.0,450.81
1.0,320,21200,320/21200,REM-Reparación y mantenimiento Edificios Educación,320,21200,3,0.0,5041.66,5041.66,2096.66
1.0,343,21200,343/21200,REM-Mantenimiento Piscina,343,21200,3,0.0,21459.35,21459.35,21459.35
1.0,130,21200,130/21200,Reparación y Mantenimiento Edificios,130,21200,1,3000.0,0.0,3000.0,348.04
1.0,153,21200,1532/21200,Reparaciones Nave Municipal,153,21200,1,1500.0,0.0,1500.0,5258.22
1.0,343,21200,343/21200,Mantenimiento Piscina,343,21200,3,10000.0,0.0,10000.0,271.82
1.0,340,21200,340/21200,Mantenimiento de Polideportivo Municipal,340,21200,3,12000.0,0.0,12000.0,22359.14
1.0,337,21200,337/21200,Reparacion Plaza de Toros,337,21200,3,3370.0,14100.0,17470.0,11980.02
1.0,334,21200,334/21200,Reparacion Edificio Cultura,334,21200,3,15000.0,-7100.0,7900.0,2185.48
1.0,332,21200,3321/21200,Reparacion Edificio Biblioteca,332,21200,3,3000.0,0.0,3000.0,6.13
1.0,320,21200,320/21200,Reparación y mantenimiento Edificios Educación,320,21200,3,22500.0,-7260.0,15240.0,29622.3
1.0,230,21200,230/21200,Reparaciones en Hogar Centro de Bienestar Social,230,21200,2,1500.0,0.0,1500.0,2500.0
1.0,234,21200,234/21200,Reparaciones en Hogar de Tercera Edad,234,21200,2,2000.0,0.0,2000.0,2900.86
1.0,230,21300,230/21300,Reparaciones Maquinaria Sede Bienestar Social,230,21300,2,3102.37,0.0,3102.37,3393.71
1.0,234,21300,234/21300,Reparaciones Maquinaria Hogar de Tercera Edad,234,21300,2,5102.37,0.0,5102.37,3416.72
1.0,312,21300,312/21300,"Reparación Maquinaria, Instalaciones y Utillaje",312,21300,3,1000.0,-600.0,400.0,257.69
1.0,320,21300,320/21300,Reparacion y Manten de Maquinaria e Instalac,320,21300,3,14772.98,0.0,14772.98,19808.88
1.0,332,21300,3321/21300,Reparacion maquinaria e instalac  Biblioteca,332,21300,3,4000.0,0.0,4000.0,1946.97
1.0,334,21300,334/21300,Reparacion maquinaria e instalac.Cultura,334,21300,3,28272.98,-7000.0,21272.98,16965.4
1.0,340,21300,340/21300,Mantenimiento y Reparaciçon Instalaciones,340,21300,3,50204.6,-1300.0,48904.6,37852.39
1.0,343,21300,343/21300,Reparacion maquinaris y utillaje,343,21300,3,20000.0,0.0,20000.0,34916.45
1.0,912,21300,912/21300,Reparacion y mantenimiento maquinaria  e instalac,912,21300,9,7000.0,0.0,7000.0,3966.09
1.0,130,21300,130/21300,"REM-Reparación Maquinaria, Instalaciones y Utillaje",130,21300,1,0.0,411.47,411.47,411.47
1.0,153,21300,1532/21300,REM-Mantenimiento de Instalaciones y Utillaje,153,21300,1,0.0,196.2,196.2,196.2
1.0,171,21300,171/21300,REM-Reparacion  Mobiliario  y Columpios,171,21300,1,0.0,19595.95,19595.95,19595.95
1.0,230,21300,230/21300,REM-Reparaciones Maquinaria Sede Bienestar Social,230,21300,2,0.0,384.22,384.22,384.22
1.0,320,21300,320/21300,REM-Reparacion y Manten de Maquinaria e Instalac,320,21300,3,0.0,2195.87,2195.87,1348.87
1.0,332,21300,3321/21300,REM-Reparacion maquinaria e instalac  Biblioteca,332,21300,3,0.0,196.2,196.2,196.2
1.0,340,21300,340/21300,REM-Mantenimiento y Reparaciçon Instalaciones,340,21300,3,0.0,28850.7,28850.7,26250.7
1.0,343,21300,343/21300,REM-Reparacion maquinaris y utillaje,343,21300,3,0.0,190.75,190.75,190.75
1.0,334,21300,334/21300,REM-Reparacion maquinaria e instalac.Cultura,334,21300,3,0.0,209.82,209.82,209.82
1.0,920,21300,920/21300,REM-Reparacion Maquinaria e Instalaciones,920,21300,9,0.0,416.32,416.32,416.32
1.0,151,21300,151/21300,Mantenimiento de Instalaciones y Utillaje,151,21300,1,0.0,0.0,0.0,223.72
1.0,337,21300,337/21300,Reparacion maquinaria e instalac. Plaza de Toros,337,21300,3,0.0,0.0,0.0,5462.95
1.0,920,21300,920/21300,Reparacion Maquinaria e Instalaciones,920,21300,9,3636.49,0.0,3636.49,16245.76
1.0,130,21300,130/21300,"Reparación Maquinaria, Instalaciones y Utillaje",130,21300,1,11136.49,0.0,11136.49,9076.54
1.0,135,21300,135/21300,Reparación Maquinaria y Utillaje,135,21300,1,3000.0,0.0,3000.0,1222.68
1.0,153,21300,1532/21300,Mantenimiento de Instalaciones y Utillaje,153,21300,1,8068.25,0.0,8068.25,6910.14
1.0,171,21300,171/21300,Reparacion  Mobiliario  y Columpios,171,21300,1,20000.0,0.0,20000.0,16363.27
1.0,920,21301,920/21301,Reparacion Relosj Casa Consistorial,920,21301,9,700.0,0.0,700.0,227.48
1.0,920,21302,920/21302,Reparacion Mantenimiento de Calefaccion,920,21302,9,4000.0,0.0,4000.0,0.0
1.0,920,21303,920/21303,Reparacion Mantenimiento de Ascensor,920,21303,9,3000.0,0.0,3000.0,0.0
1.0,153,21400,1532/21400,Reparacion vehiculos vias públicas,153,21400,1,9000.0,0.0,9000.0,5738.59
1.0,135,21400,135/21400,Reparación Vehículos,135,21400,1,7000.0,0.0,7000.0,3187.17
1.0,132,21400,132/21400,Reparación Vehículos  Bescam,132,21400,1,9000.0,0.0,9000.0,7083.58
1.0,130,21400,130/21400,Reparación Vehículos Policía Municipal,130,21400,1,1500.0,0.0,1500.0,2040.74
1.0,920,21400,920/21400,Reparacion Vehiculos Administracion,920,21400,9,1500.0,0.0,1500.0,97.4
1.0,151,21400,151/21400,Reparacion vehiculos Urbanismo,151,21400,1,0.0,0.0,0.0,0.0
1.0,153,21400,1532/21400,REM-Reparacion vehiculos vias públicas,153,21400,1,0.0,550.89,550.89,0.0
1.0,920,21500,920/21500,Reparaciçon y Mantenimiento de Mobiliario y Ensere,920,21500,9,7000.0,0.0,7000.0,106.18
1.0,334,21500,334/21500,Reparacion Mobiliario y Enseres Cultura,334,21500,3,1000.0,0.0,1000.0,0.0
1.0,337,21500,337/21500,Reparacion Mobiliario y Enseres  Plaza de Toros,337,21500,3,0.0,0.0,0.0,679.55
1.0,153,21500,1532/21500,Mantenimiento Enseres Vias publicas,153,21500,1,1000.0,0.0,1000.0,0.0
1.0,320,21500,320/21500,Reparación mobiliario y enseres,320,21500,3,1000.0,0.0,1000.0,0.0
1.0,340,21600,340/21600,Mantenimiento de aplicaciones Informaticas,340,21600,3,0.0,0.0,0.0,1452.0
1.0,920,21600,920/21600,REM-Mantenimiento de Equipos Informaticos,920,21600,9,0.0,4698.08,4698.08,4689.08
1.0,334,21600,334/21600,Reparacion y Mantenimiento de Equipos Infor,334,21600,3,1000.0,0.0,1000.0,0.0
1.0,332,21600,3321/21600,Reparacion y Mantenimiento de Equipos Infor,332,21600,3,1500.0,0.0,1500.0,0.0
1.0,920,21600,920/21600,Mantenimiento de Equipos Informaticos,920,21600,9,15000.0,0.0,15000.0,15863.95
1.0,920,21601,920/21601,REM-Mantenimiento de  Programas Informaticos,920,21601,9,0.0,1372.14,1372.14,0.0
1.0,920,21601,920/21601,Mantenimiento de  Programas Informaticos,920,21601,9,32000.0,0.0,32000.0,24350.77
1.0,920,22000,920/22000,Material Oficina Administracion,920,22000,9,20000.0,0.0,20000.0,15336.45
1.0,334,22000,334/22000,Material Ordinario no inventar,334,22000,3,1000.0,0.0,1000.0,711.87
1.0,130,22000,130/22000,Material Oficina Policía Municipal,130,22000,1,1000.0,0.0,1000.0,16.64
1.0,340,22000,340/22000,Material oficina no inventariable,340,22000,3,3000.0,0.0,3000.0,884.92
1.0,332,22000,3321/22000,Material Ordinario no inventar,332,22000,3,1000.0,0.0,1000.0,237.17
1.0,135,22000,135/22000,Material Protección Civil,135,22000,1,1000.0,0.0,1000.0,1052.06
1.0,334,22001,334/22001,"Prensa, Revistas y Otros",334,22001,3,300.0,0.0,300.0,0.0
1.0,320,22001,320/22001,Adquisicion de Libros y Material didactico digital,320,22001,3,10000.0,-3000.0,7000.0,0.0
1.0,332,22001,3321/22001,"Prensa, Revistas y Otros",332,22001,3,12000.0,0.0,12000.0,16124.86
1.0,912,22001,912/22001,"Prensa, Revistas, Libros y otras Publicaciones",912,22001,9,400.0,0.0,400.0,56.47
1.0,320,22001,320/22001,REM-Adquisicion de Libros y Material didactico digital,320,22001,3,0.0,34432.7,34432.7,34432.7
1.0,920,22001,920/22001,Publicaciones Admon.General,920,22001,9,7000.0,0.0,7000.0,7648.94
1.0,151,22001,151/22001,Publicaciones y Revistas Urbanismo,151,22001,1,5300.0,0.0,5300.0,6413.0
1.0,920,22002,920/22002,Material Informatico no Inventariable,920,22002,9,2000.0,0.0,2000.0,262.53
1.0,332,22002,3321/22002,Consumibles Informáticos,332,22002,3,300.0,0.0,300.0,0.0
1.0,334,22002,334/22002,Consumibles Informáticos,334,22002,3,1000.0,0.0,1000.0,0.0
1.0,343,22100,343/22100,Suministro electrico,343,22100,3,74000.0,0.0,74000.0,78743.47
1.0,340,22100,340/22100,Suministro de Energia Electrica,340,22100,3,28000.0,0.0,28000.0,29901.43
1.0,337,22100,337/22100,Suministro energia Plaza de Toros,337,22100,3,20000.0,0.0,20000.0,21205.3
1.0,334,22100,334/22100,Suministro energia cultura,334,22100,3,32000.0,0.0,32000.0,24531.47
1.0,332,22100,3321/22100,Suministro energia Electrica Biblioteca,332,22100,3,10200.0,0.0,10200.0,9541.64
1.0,320,22100,320/22100,Suministro Electrico Educacion,320,22100,3,28000.0,-300.0,27700.0,21217.99
1.0,234,22100,234/22100,Energia Electrica Hogar de Tercera Edad,234,22100,2,15000.0,0.0,15000.0,21454.95
1.0,230,22100,230/22100,Energia Electrica Centro de Bienestar Social,230,22100,2,7000.0,0.0,7000.0,5375.4
1.0,165,22100,165/22100,Suministro de Energía Eléctrica Vias Publicas,165,22100,1,190000.0,31500.0,221500.0,233006.14
1.0,153,22100,1532/22100,Suministro Energia Electrica nave municipal,153,22100,1,1250.0,0.0,1250.0,1558.68
1.0,130,22100,130/22100,Energía Eléctrica,130,22100,1,12000.0,0.0,12000.0,9484.65
1.0,920,22100,920/22100,Suministros Energia Electrica Admon,920,22100,9,26500.0,0.0,26500.0,23286.24
1.0,230,22101,230/22101,Agua Hogar de Tercera Edad,230,22101,2,500.0,0.0,500.0,933.06
1.0,130,22101,130/22101,Suministros Agua Admon CPC,130,22101,1,1200.0,0.0,1200.0,915.76
1.0,320,22101,320/22101,Suminsitro Agua Educacion,320,22101,3,8000.0,0.0,8000.0,7871.76
1.0,234,22101,234/22101,Agua Hogar de Tercera Edad,234,22101,2,3000.0,0.0,3000.0,2576.49
1.0,171,22101,171/22101,Parques Suministro de Agua,171,22101,1,3000.0,0.0,3000.0,1065.18
1.0,343,22101,343/22101,Suministro agua y bromo,343,22101,3,30000.0,-25000.0,5000.0,1950.78
1.0,920,22101,920/22101,Suministros Agua Admon,920,22101,9,2000.0,0.0,2000.0,1681.82
