#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2013.0,,42090,Transferencias Juzgado de paz y Otros,3750.0,0.0,3750.0,-10441.84
2013.0,,45002,Transferencias Corrientes Comunidad de Madrid,145000.0,64400.0,209400.0,186918.54
2013.0,,45003,Transferencias Corrientes Comunidad Madrid BESCAM,815320.0,0.0,815320.0,652423.07
2013.0,,45004,Transferencias Corrientes Comunidad Madrid PRISMA,0.0,342631.86,342631.86,558322.6
2013.0,,48000,Aportaciones Privadas sin animo de lucro,100.0,0.0,100.0,5689.0
2013.0,,48001,Aportaciones Privadas Juventud,100.0,0.0,100.0,178.0
2013.0,,48002,Aportaciones Privadas Deportes,100.0,0.0,100.0,2462.0
2013.0,,52000,Intereses de Depósito ,1000.0,0.0,1000.0,7169.98
2013.0,,54100,Producto Arrendamiento de fincas urbanas,5000.0,0.0,5000.0,9513.3
2013.0,,54101,Explotacion Bares e Instalaciones Municipales,1000.0,0.0,1000.0,105.37
2013.0,,54200,Poligono Ganadero y Pastos,10000.0,0.0,10000.0,9123.99
2013.0,,55000,Concesiones Administrativas,400000.0,0.0,400000.0,403541.65
2013.0,,55400,Aprovechamientos Cinegéticos,2600.0,0.0,2600.0,2600.9
2013.0,,55401,Ocupaciones Monte de U.P  y Aprovechamientos Fores,27000.0,0.0,27000.0,31957.6
2013.0,,60000,Enajenacion de Solares  y Terrenos Urbanos,980000.0,-355000.0,625000.0,0.0
2013.0,,60200,Enajenación Sobrantes de Vía Pública,0.0,0.0,0.0,2257.92
2013.0,,72000,Transferencias de Capital del Estado MAP,0.0,0.0,0.0,-32044.74
#,,,,15215061.23,93641.86,15308703.09,12390098.56
