#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2016.0,,34303,Precio P. Uso de Instalaciones Piscina Municipal,50000.0,0.0,50000.0,13195.14
2016.0,,34400,Preci Patrimonial Ferias Comercio Local,7300.0,0.0,7300.0,911.5
2016.0,,34401,Prec Publico Fiestas Locales,60000.0,0.0,60000.0,51476.13
2016.0,,34403,Entradas Teatro Municipal,42000.0,0.0,42000.0,57360.5
2016.0,,34900,Convenio Ecoembes Basura selectiva,55000.0,0.0,55000.0,59343.62
2016.0,,38901,Reintegro de Gastos,0.0,20009.05,20009.05,64409.38
2016.0,,38902,Reintegro de Gastos Ejercicios Cerrados,0.0,0.0,0.0,990.81
2016.0,,39190,Multas Administrativas Generales,55000.0,0.0,55000.0,49384.49
2016.0,,39211,Recargos de Apremio,85000.0,0.0,85000.0,116023.85
2016.0,,39212,Recargos de Apremio,0.0,0.0,0.0,935.0
2016.0,,39300,Intereses de Demora,50000.0,0.0,50000.0,43713.38
2016.0,,39301,Reintegro de Gastos Procedimientos Ejecutivos,12000.0,0.0,12000.0,2960.78
2016.0,,39610,Cuotas de Urbanización Iniciativa Pública,0.0,139187.84,139187.84,43794.61
2016.0,,39900,Imprevistos,500.0,0.0,500.0,0.0
2016.0,,42000,Participación Tributos del Estado,1935000.0,0.0,1935000.0,2013014.96
2016.0,,42090,Transferencias Juzgado de paz y Otros,3750.0,0.0,3750.0,170.43
2016.0,,45002,Transferencias Corrientes Comunidad de Madrid,135000.0,0.0,135000.0,112676.54
2016.0,,45003,Transferencias Corrientes Comunidad Madrid BESCAM,714480.0,0.0,714480.0,608800.0
2016.0,,48000,Aportaciones Privadas sin animo de lucro,100.0,0.0,100.0,3709.81
2016.0,,48001,Aportaciones Privadas Juventud,100.0,0.0,100.0,0.0
2016.0,,48002,Aportaciones Privadas Deportes,100.0,0.0,100.0,2076.0
2016.0,,52000,Intereses de Depósito,250.0,0.0,250.0,88.07
2016.0,,54100,Producto Arrendamiento de fincas urbanas,5500.0,0.0,5500.0,17025.79
2016.0,,54101,Explotacion Bares e Instalaciones Municipales,37000.0,0.0,37000.0,77.0
2016.0,,54200,Poligono Ganadero y Pastos,9200.0,0.0,9200.0,3050.41
2016.0,,55000,Concesiones Administrativas,440000.0,0.0,440000.0,403536.67
2016.0,,55400,Aprovechamientos Cinegéticos,2800.0,0.0,2800.0,2926.13
2016.0,,55401,Ocupaciones Monte de U.P  y Aprovechamientos Fores,39000.0,0.0,39000.0,32357.2
2016.0,,60000,Enajenacion de Solares  y Terrenos Urbanos,454300.0,0.0,454300.0,250611.14
2016.0,,75080,Subvenciones de Capital Comunidad de Madrid,0.0,0.0,0.0,3802.6
2016.0,,87010,Remanentes de Tesoreria para Gastos financiación afectada,0.0,1524115.94,1524115.94,0.0
2016.0,,91100,Prestamo a Largo Plazo IDAE,1711190.0,0.0,1711190.0,0.0
#,,,,12925137.0,1683312.83,14608449.83,11291316.22
